feature,mean,scale
VL_Cnt,64.56241790441548,26.81658347688036
VV_Cnt,34.15843184803476,15.282150118432911
VA_Cnt,15.277710417298172,7.701535684942511
VX_Cnt,8.144462968576336,4.785879039458419
VCP_Cnt,6.354526624229565,4.463002339967919
VCN_Cnt,0.6272860462766495,0.9721233904962221
ML_Cnt,12.438541982418915,6.473325843418891
MA_Cnt,0.0,1.0
MM_Cnt,0.0,1.0
FL_Cnt,133.73226735374357,57.50330532071248
J_Cnt,56.630418308578356,25.621253130165538
E_Cnt,69.94351823784986,29.609661136280284
X_Cnt,7.158330807315348,6.11520776031317
IC_Cnt,0.07580579973729414,0.411008058809387
CL_Den,0.5023272842830574,0.02229398794351549
FL_Den,0.42939158720746173,0.028664474504545016
NNL_Den,0.2296940584570932,0.04052558539450458
NNGL_Den,0.18605577075791396,0.039229795192190324
NNPL_Den,0.007022930310799775,0.01367049839244659
NNBL_Den,0.03661535738837552,0.015085426888017684
NPL_Den,0.019666868180171465,0.01341265791776677
NML_Den,0.0017563150609478295,0.0037793710564771564
VL_Den,0.20920418054234619,0.025333062708563864
VVL_Den,0.11023389977386722,0.02105489623245654
VAL_Den,0.050633926866403174,0.02015097988310746
ML_Den,0.041720629620530414,0.018096243897832088
MML_Den,0.0,1.0
MAL_Den,0.0,1.0
JL_Den,0.18141822138696506,0.022836723888016077
EL_Den,0.226201546420388,0.028189643603280336
XL_Den,0.0217718194001113,0.014831078072130067
ITL_Den,0.00026375733926505056,0.0014108467528443642
NCL_Den,0.4566624142976093,0.07381918007181994
NNCL_Den,0.37001668342041355,0.07356809427160434
NNGCL_Den,0.013978602981686477,0.027112564334346775
NNBCL_Den,0.07266712789550536,0.02926337106108001
NPCL_Den,0.039372424199347424,0.027122898232440847
NMCL_Den,0.0034786816709341858,0.007425439666882822
VCL_Den,0.4171497513307796,0.052455056294714114
VVCL_Den,0.21989116321848462,0.04320732452349373
VACL_Den,0.10093529790026115,0.04027158622605264
MCL_Den,0.08276382475730355,0.03478566598798817
MMCL_Den,0.0,1.0
MACL_Den,0.0,1.0
INCL_Den,0.0005305076969451023,0.0028708789736584953
JFL_Den,0.42306131231472005,0.050367331969079374
EFL_Den,0.5268175773323961,0.0561601152685565
XFL_Den,0.05012111035287335,0.03308288429244621
morph_NDW,137.39047186015964,46.71558643660174
NL_NDW,78.4872941295342,36.908984386551545
NNG_NDW,58.5198292411842,29.97575366308811
NNP_NDW,2.2786197837728603,4.8889063262481915
NNB_NDW,11.244947964029503,6.204278534429911
NP_NDW,5.9116651510558755,4.635921432834234
NR_NDW,0.5322319894917652,1.056261515890648
VL_NDW,64.56241790441548,26.81658347688036
VV_NDW,34.15843184803476,15.282150118432911
VA_NDW,15.277710417298172,7.701535684942511
ML_NDW,12.438541982418915,6.473325843418891
MM_NDW,0.0,1.0
IC_NDW,0.07580579973729414,0.411008058809387
J_NDW,56.630418308578356,25.621253130165538
E_NDW,69.94351823784986,29.609661136280284
X_NDW,7.158330807315348,6.11520776031317
CL_NDW,155.57095584520562,64.92116718760285
FL_NDW,133.73226735374357,57.50330532071248
